"Index","UID1","Ques1","Ans1","UID2","Ques2","Ans2"
"391","4225","Where did Cobi Blécourt-Maas reside ?","Landgraaf","24562","Which business enterprise is the original network Bring 'Em Back Alive was aired on ?","CBS"
"392","4462","Who lives in Kazakhstan ?","François-Olivier Seys","27204","Which organization did Nightingales originally air in ?","Channel 4"
"393","11368","Which US administrative territory was John Moore a resident of ?","Texas","53984","Where was Homeland (season 5) originally aired ?","Showtime"
"394","11612","Which person dwells at Karkkila ?","Mikko Myllylahti","59240","What was the television program that was originally telecasted by Argentina ?","Videomatch"
"395","23964","Which person has residence at Bensheim ?","Frank Dennhardt","9555","Which person had Irving Thalberg as their girlfriend ?","Norma Shearer"
"396","38260","Who resides at Nigeria ?","Nabil Canaan","11112","Who has Gabriel Fauré as their relationship partner ?","Emma Bardac"
"397","1036","Which person works in the domain of Belarus ?","Virginie Symaniec","19574","Which person is the partner of Rachel Weisz ?","Darren Aronofsky"
"398","2845","Which person has specialisation in association football player ?","Akaki Devadze","20713","Who is the mistress of Jann Post ?","Anna Rognstad"
"399","3745","Which discipline does Thomas Urban belong to ?","Germany–Poland relations","2390","Which periodical literature was published in London ?","Architectural Review"
"400","4732","Which person has field of work as writer ?","Martin Andersen Nexø","7590","Which periodical literature does London contain ?","Architectural Review"
"401","4949","Which academic discipline is the field of work of George Abram Miller ?","group theory","15310","Which collectable does United Kingdom have ?","Who Was Who in Egyptology (3rd Edition)"
"402","6075","Which person has his/her area as United States of America ?","David Janssen","23889","Where is Der Zorn des Georg Zanger published ?","Falter"
"403","27144","Which art genre is the area of Osias Beert ?","still life","24614","Which magazine genre published Are Volar Locking Plates Superior to Percutaneous K-wires for Distal Radius Fractures? A Meta-analysis ?","Clinical Orthopaedics and Related Research"
"404","208","Where is the place of burial for Ignác Jan Hanuš located ?","Olšany Cemetery","51064","Which magazine genre contains Blocking Low-Wavelength Light Prevents Nocturnal Melatonin Suppression with No Adverse Effect on Performance during Simulated Shift Work ?","The Journal of Clinical Endocrinology and Metabolism"
"405","776","Which organization is the resting place of William Mulready ?","Kensal Green Cemetery","57517","Which book was EB-11 / Kosciuszko, Tadeusz Andrzej Bonawentura published in ?","1911 Encyclopædia Britannica"
"406","3067","Where was Szeréna Fáy buried ?","Fiumei Street Cemetery","664","Which health problem has genetic association with CC2D2A ?","obesity"
"407","4275","Which person has Free Hanseatic City of Bremen as his/her tomb ?","Bernhard Oelreich","14002","Which health problem is herditarily associated with BCL2 ?","chronic lymphocytic leukemia"
"408","5071","Which cemetery is the tomb of Paul Beau ?","Père Lachaise Cemetery","3962","Which nonprofit organization is the type of legal form of Nefesh B'Nefesh ?","501(c)(3) organization"
"409","8761","Which person was burried at Kiel ?","Fritz Sureth","10021","Which abstract noun is the legal form type of Thomson Reuters ?","corporation"
"410","13052","Which person has Fabriano as place of burial ?","Francis of Fabriano","21000","Which business organization represents the legal form of Free University of Berlin ?","Körperschaft des öffentlichen Rechts"
"411","218","Which US administrative territory applies to jurisdiction of member of the State Senate of Wisconsin ?","Wisconsin","16562","What did Australia participate in ?","1991 Trans-Tasman Test series"
"412","2669","Which flag presides the jurisdiction over Armenia ?","flag of Armenia","41076","Which tournament did Australia compete in ?","1991 Trans-Tasman Test series"
"413","3302","Which political territory comes under the supervision of mayor of Carracedelo ?","Carracedelo","53963","What did Tennessee Titans contest in ?","Super Bowl XXXIV"
"414","3370","Which administrative territory is linked to member of the French National Assembly ?","France","3974","Which ship type has Newcastle upon Tyne as its base harbour ?","SS Clearton"
"415","4686","Which political border has control over the jurisdiction of East Germany ?","Inner German border","43097","Which port serves as the home port of HMS Beagle ?","Woolwich Arsenal"
"416","6780","Which state is linked to Member of the Prussian House of Lords ?","Kingdom of Prussia","31902","Which drug is used as a remedy for stroke ?","pentoxifylline"
"417","31390","Which political territory belongs to jurisdiction of Member of the New Zealand House of Representatives ?","New Zealand","32962","Which disease is cured by thioridazine ?","schizophrenia"
"418","49905","Which occupation has jurisdiction over Roman Catholic Church ?","archbishop of St Andrews","52620","Which disease requires haloperidol as a remedy ?","schizophrenia"
"419","690","Which is the highest peak of France ?","Mont Blanc","48196","Which chemical substance does Bromodomain testis-specific protein interact with ?","jq1"
"420","810","Which is the zenith of Denmark ?","Møllehøj","50688","Which nutrient does simvastatin contact with ?","3-hydroxy-3-methylglutaryl-CoA reductase"
"421","1027","Which protected area is the highest point of Spain ?","Teide","1644","What best describes the type of government of Canada ?","federal state"
"422","924","What is the authority organ held by United States of America ?","President of the United States","4685","Which ideology best describes the form of government of East Germany ?","Marxism–Leninism"
"423","979","Which occupation is fulfilled by France ?","Prime Minister of France","5743","Which education was the cause of doctoral degree ?","doctorate"
"424","2335","Which occupation serves as the political office that is fulfilled by the head of the government of Netherlands ?","Prime Minister of the Netherlands","12701","Which trade has its outcome as American Civil War ?","slavery in the United States"
"425","7312","Which administrative territory has Prime Minister of Sweden as title of head of government ?","Sweden","34422","What is caused by doctorate ?","doctorate"
"426","530","Which language was used originally for the creation of Miranda ?","Italian","50020","Which disease is caused by cat ?","allergy to cats"
"427","20755","Which release has Poland as its original language of creation ?","Terrarium – Live in Bydgoszcz","51220","What does volcanic eruption result in ?","landslide"
"428","56846","What was originally created in Old Church Slavonic language ?","Life of Alexander Nevsky","59726","Which health problem results in lung cancer ?","asbestosis"
"429","795","What battle was Franz Gapp a part of ?","World War II","305","Which ship type has its base port as Italy ?","Costa Concordia"
"430","1549","Which battle did Edward Willis take part in ?","World War I","11799","What is the registry port of Italy ?","Costa Concordia"
"431","2372","What was the event that Colquhoun Grant took part in","Napoleonic Wars","1566","Which alphabet is used as the script for Italian ?","Italian alphabet"
"432","8361","What was the war that Michail Šumilov took part in","World War I","31806","Which alphabet is the writing system used for Old Church Slavonic ?","Early Cyrillic alphabet"
"433","622","Which election was Republican Party a participant of ?","2016 Republican Party presidential primaries","3062","Which museum includes Portrait of a Young Man in it ?","National Gallery of Art"
"434","3684","What event did Berlin particiate in ?","COOPERS","12263","Where is Raja Surendra Vikram Shah at the age of 15 with his prime minister safeguarded in ?","San Diego Museum of Art"
"435","5555","Which person did 2002 Yukon Quest participate in ?","George Carroll","26580","Where is Standing Madonna with child preserved in ?","National Gallery of Slovenia"
"436","5695","Which statute has England as its participant ?","Methuen Treaty","61705","Which work of art is preserved in Exeter College ?","Adoration of the Magi"
"437","31597","Who was the artist who participated in Battle of the Meander ?","Sultanate of Rum","15151","Which name does Saint Bavo belong to ?","saint"
"438","39125","Who attended Battle of Gettysburg ?","Confederate States of America","22043","Which name is held by Thomas Aquinas ?","saint"
"439","46391","Who was a participant of World War I ?","Ottoman Empire","30075","What is the name of Saint George?","saint"
"440","824","Who served as the screenwriter for Bande à part ?","Jean-Luc Godard","33729","Which name represents the canonization status of Paul Aurelian ?","saint"
"441","1459","Who wrote the script for In Me ?","Laetitia Casta","6326","Which theatrical genre did Preston Sturges write the lyrics for ?","The Well of Romance"
"442","3397","Who wrote the screenplay for Hatey Bazarey ?","Tapan Sinha","6361","Who penned the lyrics for The Star-Spangled Banner ?","Francis Scott Key"
"443","4458","Which work of art is Raymond Abrashkin a screenwriter of ?","Little Fugitive","9408","Who is the lyricist of Das Lied der Deutschen ?","August Heinrich Hoffmann von Fallersleben"
"444","14609","What is René Kalisky a screwriter of ?","Falsch","24686","Which person wrote the lyrics of Hakuna Matata ?","Tim Rice"
"445","26920","Which film genre did Chester M. Franklin do the screenwriting for ?","The Silent Accuser","37544","Which album has Rumi as its lyricist ?","Alaki"
"446","39335","Which film genre has Chris Robinson as screenwriter ?","Lipsett Diaries","15870","Where is Poland situated ?","Earth"
"447","53930","Who was the screenwriter for The Ships Storm Bastions ?","Alexander Stein","19523","Which class is known to be the location of Antarctica ?","Earth"
"448","890","Which aerodrome is under posessision of Houston ?","William P. Hobby Airport","20528","Which class is Spain situated on ?","Earth"
"449","1775","Which architectural structure is owned by Castleford Tigers ?","The Jungle (Wheldon Road)","34417","Where is Asia located ?","Earth"
"450","1867","Which museum belongs to Harvard University ?","Harvard Art Museums","5207","Which work of art is devoted to Europe ?","Monument to Europe"
"451","3414","Which administrative territory is the owner of hôtel Dodun ?","France","8706","What is dedicated to Bartholomew the Apostle ?","St Bartholomew's Church, Sealand"
"452","4559","Which nonprofit organization owned Stanford Cardinal ?","Stanford University","31381","What is Prelude in C-sharp minor dedicated to ?","Anton Arensky"
"453","7520","Who owns TV Shop ?","Guthy-Renker","2551","Which astronomical object type was found at People's Republic of China ?","139 Juewa"
"454","11950","Which person does L'Express belong to ?","Patrick Drahi","9488","Which chemical substance was discovered at France ?","francium"
"455","41387","Which business enterprise owned Hutchinson SA ?","Total S.A.","13112","Which person has Ireland as its findspot ?","Clonycavan Man"
"456","45149","Which political territory owned Deutsche Bundespost ?","Germany","3268","Which human action was Philostratus of Lemnos associated with ?","Hellenistic period"
"457","954","Which assembly governs Boston ?","Boston City Council","8579","When did Nicander occur ?","Hellenistic period"
"458","1033","Which assembly is the legislative body for Italy ?","Italian Parliament","28088","When did Claudian take place ?","Roman Empire"
"459","2465","Which legislature represents Japan ?","National Diet","28663","Which human action did Quintus Aelius Paetus belong to ?","Roman Republic"
"460","4016","Which assembly represents Netherlands ?","States General","41710","When did Glaucus of Carystus happen ?","classical antiquity"
"461","6419","Which legislature governs United States of America ?","United States Congress","46007","What happened in the historical era of World War II ?","Sant'Anna di Stazzema massacre"
"462","318","What is the national anthem of Kingdom of Hungary ?","Himnusz","4808","Which position was held by Boleslaus I, Duke of Bohemia ?","Duke of Bohemia"
"463","1058","What is the anthem for Venezuela ?","Gloria al Bravo Pueblo","25492","What instrument is used in Rondo in C for Violin and Orchestra ?","string orchestra"
"464","358","Who composed Good Cop ?","Paul Englishby","11631","Which physical object is made by Volcom ?","clothing"
"465","2489","Who wrote the music for Asterix Versus Caesar ?","Vladimir Cosma","21498","What is made by collage ?","collage"
"466","3016","Who was Wrong Side Raju composed by ?","Sachin–Jigar","27029","What is produced by Baldwin Locomotive Works ?","locomotive"
"467","4024","Which person composed Sathriyan ?","Ilaiyaraaja","30316","Which work of art is produced by art of painting ?","painting"
"468","6354","Who did the compostion for Demonlover ?","Jim O'Rourke","10221","Which tunnel has Innsbruck as terminus ?","Brenner Base Tunnel"
"469","7038","Which work of art is composed by Grzegorz Skawiński ?","Ostatnia misja","13285","Which thoroughfare has Shinjuku Station as the terminus ?","Odakyū Odawara Line"
"470","33183","Which literary work has Boris Vian as the composer ?","Le Déserteur","51868","Which rail transport has Kyiv as its endpoint ?","Zaporizhzhya"
"471","54076","Which release is Indila a composer of ?","Mini World","61114","Which thoroughfare terminates at London ?","Stane Street"
"472","262","What situation did James W. Horne die in ?","natural causes","2109","Who is the executive producer of White Oleander ?","Patrick Markey"
"473","409","What manner did Olav Meisdalshagen die ?","natural causes","41661","Whose production is Cento anni d'amore of ?","Elio Scardamaglia"
"474","3360","Which situation led to the death of József Bersek ?","suicide","62790","Which work of art has Fabio Massimo Cacciatori as its executive producer ?","ACAB – All Cops Are Bastards"
"475","31535","Which activity best describes with circumstances of death of James Bulger ?","homicide","12774","Which architectural structure is known for containing afghanite naturally ?","Ladjuar Medam"
"476","2242","Who is the producer of Dr. Pyckle and Mr. Pryde ?","Joe Rock","20664","Where can we find fabrièsite in abundance ?","Hpakant-Tawmaw jade tract"
"477","2428","Who is the creator of The Forbidden City ?","Joseph M. Schenck","37502","Which chemical compound can be obtained naturally in Italy ?","salammoniac"
"478","3195","Which work of art has been developed by United States of America ?","The Thief of Bagdad","38414","Which body of water is the locality where mendeleevite-(Ce) is found ?","Darai-Pioz glacier"
"479","5003","Which person is the produced of Phaedra ?","Jules Dassin","47334","Which chemical compound is found in Italy ?","salammoniac"
"480","6614","Who produced The Biggest Bundle of Them All ?","Josef Shaftel","44574","Which administrative country subdivision does Abcoude belong to ?","De Ronde Venen"
"481","7701","Which person produced Rollover ?","Bruce Gilbert","45710","Which administrative territory is contained in Brno ?","Brno-střed"
"482","32567","Which film genre has been produced by Frank Tuttle ?","Manhandled","16877","What is the location of Pleinfeld ?","Bundesstraße 2"
"483","62414","Which application created THQ ?","Power Rangers Time Force","29498","Which road is Presse- und Informationsamt der Bundesregierung (Bonn) located on ?","Welckerstraße"
"484","1957","Who is the chief of state of India ?","Pranab Mukherjee","34788","Where is Père Lachaise Cemetery located ?","boulevard de Ménilmontant"
"485","12965","Which political territory is Roman Herzog the head of state of ?","Germany","38581","Which building is located on rue Cardinet ?","École Normale de Musique de Paris"
"486","14905","Which person has the highest formal authority in Finland ?","Sauli Niinistö","44859","Where can Metropolitan Museum of Art be located ?","Fifth Avenue"
"487","19625","Which administrative territory has Traian Băsescu as its head of state ?","Romania","3477","Which work of art is main subject of association football ?","Goal!"
"488","1276","Which name is Sverker Göranson known by ?","Sverker","49372","Which classification scheme is archival science a subject ?","sector of archives"
"489","2041","What the name that Haris Duljević is known by ?","Haris","53408","What was association football dedicated to ?","Goal!"
"490","2604","What is forename of Chris Valaika ?","Chris","59923","What is the subject of Philippines ?","International rankings of the Philippines"
"491","2609","What is the firstname of F. S. C. Northrop ?","F.","4671","Which award is managed by Prince Oskar of Prussia ?","Order of Saint John (Bailiwick of Brandenburg)"
"492","327","What is a notable work of Pedro Ramírez Vázquez ?","Estadio Azteca","4845","What is the name of newspaper directed by Otto Sjöberg ?","Expressen"
"493","1309","Who is author of Azteca Stadium ?","Pedro Ramírez Vázquez","29075","Which person is the director of World Trade Organization ?","Roberto Azevêdo"
"494","2178","Who has Ulysses and the Sirens as their notable work ?","Herbert James Draper","5029","Which occupation did Willy Brandt appoint ?","Federal Chancellor of Germany"
"495","2858","Which person has association football player as a notable work ?","Hugh Morgan-Owen","32915","Who is responsible for the appointment of President of the United States of America ?","U.S. Electoral College"
"496","3685","Which person is accredited with being the author of the notable work Resurrection ?","John La Farge","33461","Which government agency is appointed by Vladimir Putin ?","Foreign Intelligence Service"
"497","4496","Whose notable work was association football player ?","Hugh Morgan-Owen","41029","Who was person who apported Premier of Victoria ?","Governor of Victoria"
"498","6180","What notable work was done by Thom Puckey ?","Lens Trees","25925","What is the underlying cause of liver cirrhosis ?","alcoholism"
"499","3108","Which film genre has its narrative set in Canada ?","The Romance of Transportation in Canada","31358","What is caused by malaria ?","malarial nephropathy"
"500","4199","Which administrative territory is the narrative location of 'Til There Was You ?","Los Angeles","42961","What does tuberculosis lead to ?","Pott disease"
"501","4375","Where is Promise Me This set in ?","Zlatibor District","47821","What is the result of having premature birth ?","periventricular leukomalacia"
"502","6590","Which work of art has its setting located at Hanover ?","Yella","51601","Which education is the cause of doctoral degree ?","doctorate"
"503","1112","What was formed at Bayonne ?","Gojira","11206","Which special field does breast cancer specializes in ?","oncology"
"504","6368","Where was CBS formed ?","New York City","11583","Which special field is the medical specality concerned with peroxisomal disease ?","endocrinology"
"505","7012","Which is the organization that originates at Czechoslovakia ?","Continental Barum","48349","What is the medical speciality of tuberculosis ?","infectiology"
"506","11800","What is the location of formation of Fincantieri ?","Rome","3699","Which automobile model is managed by Dumas-Jani-Lieb ?","Porsche 919 Hybrid"
"507","18488","Where did Lions Gate Entertainment orginate ?","Vancouver","35477","Which product is operated by Royal Navy ?","ScanEagle"
"508","25160","Which museum originated at Barcelona ?","Sala Peres","63428","Which aircraft class manages F-104 Starfighter ?","58th Tactical Training Wing fleet"
"509","57913","Which location did Sony Interactive Entertainment orginate in ?","Tokyo","4905","Which day is the feast day of Saint Cecilia ?","November 22"
"510","837","Who was the mother of Emperor Zhongzong of Tang ?","Wu Zetian","25293","Which person has Argentina as principal feast day ?","Joseph Cafasso"
"511","1406","Which female person has a child named Heinrich IV. Reuss of Köstritz ?","Eleonore of Stolberg-Wernigerode","4815","Which was the magazine genre was edited by Thomas R. Dye ?","Policy Studies Journal"
"512","1629","Which female person was the parent of Jonathan Scarfe ?","Sara Botsford","19538","Which magazine genre did Society of Jesus edit ?","Theological Studies"
"513","4709","Who was the mom of Brita Larsson ?","Karin Larsson","24403","Which person is the editor of Nordic Journal of English Studies ?","Karin Aijmer"
"514","5819","Who has Krystal as a mother ?","Marcus McCloud","39975","Which person has The New Yorker as its contributor ?","Edith Templeton"
"515","15555","Who is the offspring of Alice Roosevelt Longworth ?","Paulina Longworth Sturm","60054","Who assisted The Sultan ?","David Pruiksma"
"516","20637","Which person has Sólrun Løkke Rasmussen as mother ?","Bergur Løkke Rasmussen","63994","What did Gabriel Marcel contribute to ?","Allemagne d'aujourd'hui"
"517","582","Which person is the sister of Patrik Wozniacki ?","Caroline Wozniacki","19773","Which still waters does St. Clair River drain into ?","Lake Saint Clair"
"518","1751","Who is Qianlong Emperor a sibling of ?","Heshuo Princess Huaike","20137","Where does Ill flow into ?","Rhine"
"519","4107","Which person has Cecilia Sternberg as their sibling ?","Victor Graf von Reventlow-Criminil","15074","Which name is identical to Hayden ?","Hayden"
"520","4335","Who has Robert Taft as thier sibling ?","Helen Taft Manning","16104","Which name is same as Terry ?","Terry"
"521","5721","Which person had Katarina Zrinska as sister ?","Fran Krsto Frankopan","23559","Which name is equal to Seon ?","Seon"
"522","6277","Who is the sibling of Ivan Turgenev ?","Varvara Zhitova","45362","Which name matches Seon ?","Seon"
"523","6475","Whose sister is Elizabeth II ?","Princess Margaret, Countess of Snowdon","5994","Which application does Super Smash Bros. Brawl power ?","Teenage Mutant Ninja Turtles: Smash-Up"
"524","1020","Which the chemical bond that represents the molecular function of Zinc finger protein 471 ?","metal ion binding","19678","Which application uses Nintendo Entertainment System software engine ?","Joy Mech Fight"
"525","4358","Which biological process represents molecular function of Uncharacterized protein C6orf62 ?","molecular function","27048","Which programming tool is used by Q.U.B.E. ?","Unreal Engine"
"526","668","Which Christian denomination does Jean-Pierre Urkia relate to ?","Catholic Church","35540","Which product is the software engine employed by Company of Heroes ?","Essence Engine"
"527","1870","What is the religious affiliation of Saint Louis University ?","Catholic Church","36138","Which software framework is Diner Dash: Flo on the Go powered by ?","Adobe Shockwave"
"528","2073","Which social group is the religion of Joseph Machet de La Martinière ?","Catholicism","19485","What does Borussia Dortmund play in ?","Fußball-Bundesliga"
"529","2420","Which social group does Pierre Pontard correspond to ?","Catholicism","30281","Which baseball league does Detroit Tigers contest in ?","Major League Baseball"
"530","4524","What is the religion associated with Louis-Marie de Blignières ?","Catholic Church","44736","What is the name of sports team which plays in 2016–17 Cypriot First Division ?","AEZ Zakakiou"
"531","933","Which room was started by Netherlands ?","European Air Transport Command","7985","Which person is affiliated to University of Wisconsin–Milwaukee ?","Michael Manske"
"532","2451","What is the name of the founder of Christianity ?","Jesus","49474","Which social group is Elliott School of International Affairs affiliated to ?","Association of Professional Schools of International Affairs"
"533","3959","Which administrative territory was established by Egypt ?","Arab League","23954","Which person has its archives located at Harvard University ?","Roscoe Simmons"
"534","3961","Who founded Nefesh B'Nefesh ?","Yehoshua Fass","32834","Which university holds the archives of Thomas Mann ?","ETH Zurich"
"535","4525","Which community was founded by Louis-Marie de Blignières ?","Fraternity of Saint Vincent Ferrer","50015","Where is the archive of Ronald Reagan located ?","Ronald Reagan Presidential Library"
"536","8302","Which person founded Amherst College ?","Zephaniah Swift Moore","38432","What is a basionym of leek ?","Allium porrum"
"537","8730","Who founded Roman Catholic Church ?","Jesus","29767","Which organization is maintained by Paris ?","Parisian cemetery"
"538","9763","Which abstract being was the founder of Roman Catholic Church ?","Jesus","51754","What is administered by Paris ?","museums of the city of Paris"
"539","787","Which work of art was filmed at Exeter College ?","Doctor Strange","64209","Who was the custodian of N1 road ?","Roads and Traffic Agency"
"540","1736","Where was Samson filmed ?","Paris","13799","Which television program builds up Stargate ?","Stargate Infinity"
"541","4426","Which city was Alice, Sweet Alice filmed on ?","New Jersey","15168","Which television program is set in Stargate ?","Stargate Infinity"
"542","8663","Which administrative territory was Don't Answer the Phone filmed at ?","Los Angeles","15958","Which television program has its story in Stargate ?","Stargate Infinity"
"543","18713","Which television program had Riga as its location of filming ?","Sherlock Holmes and Dr. Watson","20633","Which software has Xbox 360 as the operating system ?","Windows Live Messenger"
"544","19552","What was the location of filming The Black Forest Girl ?","Black Forest","15844","Which television program has Walt Disney as its host ?","Walt Disney anthology television series"
"545","38920","Which television program was filmed in the location Norway ?","71 Degrees North","9038","What was used to input Mechanized Assault & Exploration 2 ?","computer keyboard"
"546","532","Which literary work was written by Riz Ortolani ?","More","53960","What was the means of input for Gorky 17 ?","computer keyboard"
"547","2732","Which application is Terri Brosius an author of ?","Dishonored 2","27934","Who is the CEO of Nintendo ?","Tatsumi Kimishima"
"548","2830","Who was the writer of The Strange Case of Origami Yoda?","Tom Angleberger","30033","Which person is the chief executive officer of Tiempos Nuevos ?","Diego Abad de Santillán"
"549","4600","Who authored Mémoires d'un touriste ?","Stendhal","7331","What is the name of person who illustrated A Certain Magical Index ?","Kiyotaka Haimura"
"550","6802","Who penned The Voyages of Doctor Dolittle ?","Hugh Lofting","48342","Which person illustrated Tutinama ?","Abd al-Samad"
"551","7295","Which periodical literature has Amé-Thérèse-Joseph Masclet as its author ?","Mercure national","51854","Which book was illustrated by Margrethe II of Denmark ?","Cantabile"
"552","12880","Who wrote Die altägyptischen Gaue ?","Wolfgang Helck","20440","Which railway station is in the neighbouhood of Marengo – SNCF ?","Jolimont"
"553","15548","Which person authored Daily Lives of High School Boys ?","Yasunobu Yamauchi","37082","Which state has its area overlapping with France ?","Kingdom of France"
"554","39308","Which collectable was written by Henry VIII ?","Defence of the Seven Sacraments","38483","Which state has an overlap with France ?","Kingdom of France"
"555","2659","Which division is the record brand of Rood Adeo ?","PolyGram","49861","Which state has some of its area coinciding with France ?","Kingdom of France"
"556","2861","Which release has English as its record company ?","Radiosurgery","9242","What is the lifestyle of Luke the Evangelist ?","mystic"
"557","3118","Which release has been sponsored by English for its recording ?","Radiosurgery","37130","Which color is associated with hair of Twiggy Lawson ?","blond"
"558","6130","Which division sponsored the recording of Loredana Groza ?","MediaPro Music","20252","What is the weapon used by Echo II class submarine ?","Type 53"
"559","6894","What is the record label of Michael Jackson ?","Epic","25353","What is used as arms by HMS Bermuda ?","Bofors 40 mm"
"560","10961","Who sponsored the recoding of Dean Brody ?","BBR Music Group","50687","Which drug has a significant interaction with simvastatin ?","warfarin"
"561","27521","Which release has association football as its recording sponsor ?","Yeovil True","35300","Which ship type is MS Azura designed with ?","Grand-class cruise ship"
"562","928","What is the ethnicity of Eliška Klimková-Deutschová ?","Jews","53275","Which ship type represents the vessel classification of MS Azura ?","Grand-class cruise ship"
"563","3544","Which person has Lithuania as ethnic group ?","Arnold Hiatt","55163","Which ship type does HMCS Sackville possess as its vessel class ?","Flower"
"564","3836","Which ethnic group does MC Lyte belong ?","African Americans","57240","Which classification scheme does the vessel class of USS Hampton belong to ?","Los Angeles-class submarine"
"565","3954","Which people does Yeghishe Tourian of Jerusalem have as his/her race ?","Armenians","30732","What is the source of power of Hawk 75 ?","R-1820 Cyclone 9"
"566","16937","What is the race of Alexis Alexandris ?","Greeks","40218","What is used to power Hawk 75 ?","R-1830 Twin Wasp"
"567","37078","Which people does Լևոն Ղալումյան have as ethnic origin ?","Armenians","19238","What is the name of person which donates Raja Surendra Vikram Shah at the age of 15 with his prime minister ?","Edwin Binney"
"568","591","Which work of art has Umar ibn Al-Khattāb as cinematographer ?","Amanat","33089","What does Donald Trump give as an aid ?","Donald J. Trump State Park"
"569","846","Which person is the cinematographer of The Consequences of Love ?","Luca Bigazzi","60578","Which person made a donation for Self-Portrait with Monkey ?","A. Conger Goodyear"
"570","1325","Who is the director of photography for Magic Magic ?","Christopher Doyle","51684","Which visual arts does Thor belong to ?","Marvel Cinematic Universe"
"571","2213","Where was Laurence Mark decalred as a champion ?","Independent Spirit Award for Best First Feature","58127","Which fictional location appears in Link ?","Hyrule"
"572","3510","Which film award was won by Sigourney Weaver ?","BAFTA Award for Best Actress in a Supporting Role","12019","Which institution has taken care of the species named brown rat ?","National Zoological Park"
"573","7636","Which national sports team was the champion of UEFA Euro 2000 ?","France national football team","23513","Which time interval is the name day of Werner ?","August 17"
"574","10508","Who won Baltimore Orioles ?","World Series","12134","Which astronomical object is known as the minor planet group of 8649 Juglans ?","asteroid belt"
"575","31194","Who was the winner of 2006 FIFA World Cup ?","Italy national football team","44935","Who is responsible for constructing Swedbank Stadion ?","Peab"
"576","1490","Which work of art depicts Auguste Rodin ?","Bust of Auguste Rodin","49303","Who is the main building contractor of Tollcross International Swimming Centre ?","Barr Construction Ltd"
"577","2730","What is expressed in cooking show ?","kitchen","13528","Which city has been acknowledged in Otto's encyclopedia ?","Zaporizhzhia"
"578","5411","Which painting depicts Marseille ?","grande fresque de la gare de Lyon","28396","Which person has been stated in Yale University ?","David Evans"
"579","5529","Which application expressess association football ?","Match Day II","19771","Which watercourse discharges out from Lake Huron ?","St. Clair River"
"580","10378","Which collectable expresses Elizabeth II ?","Australian five-dollar note","34739","Which tournament becomes available only if 1996–97 Cypriot Cup is qualified ?","1997–98 UEFA Cup Winners' Cup"
"581","10581","Which application depicts association football ?","Match Day II","30901","Which person was the costume designer for The Bourne Identity ?","Pierre-Yves Gayraud"
"582","13605","Which painting expressess poet ?","The Poet","46441","Who designed the costumes for Two Weeks in September ?","Tanine Autré"
"583","16339","Which painting expresses England ?","The union of England and Scotland","32876","Which association football league is Fredi Bobic associated with as the statistical leader ?","1995–96 Fußball-Bundesliga"
"584","18618","What is depcited in The Study of Italian Art ?","painting","59100","Which still waters does Rhine gush into ?","Lake Constance"
"585","21111","What is demonstrated in sports film ?","sport","60194","Which method was enacted by United Nations ?","United Nations resolution"
"586","24487","Which taxon is depicted in flag of Saskatchewan ?","Lilium philadelphicum","43258","Which still waters does Rhine flow into ?","Lake Constance"
"587","28082","Which text depicts architect ?","Billiards at Half-past Nine","56160","Which legal term is Logitech traded at ?","NASDAQ"
"588","30348","Which print depicts Japan ?","The Fifty-Three Stations of the Tōkaidō: Station #49: Sakanoshita","3698","What is the name of sports team who has a crew member as Neel Jani ?","Dumas-Jani-Lieb"
"589","40339","Which collectable demonstrates New Zealand ?","The Voyage of the Beagle","62958","Which tracklist contained Magritte ?","HoboSapiens"
"590","43374","Which application expresses association football ?","Match Day II","47456","Which road is the transport system for U.S. Route 36 ?","United States Numbered Highway System"
"591","50436","Which literary work demonstrates Bamberg ?","Bamberg","28011","Which free software license is Scholarly article citations in Wikipedia issued under ?","CC0"
"592","50797","Which genre of sculpture demonstrates William Tyndale ?","Statue of William Tyndale","29324","Which product is Lemmings released under ?","proprietary software"
"593","54356","Which coat of arms expressess Catherine of Alexandria ?","coat of arms of Ulestraten","39030","What is a symptom of myocardial infarction ?","chest pain"
"594","54859","Which literary work expresses aviator ?","Air Combat Classic","17838","Which event was James Porter convicted of ?","child sexual abuse"
"595","57452","Which painting demonstrates Antwerp ?","Two Chained Monkeys","46513","Which deed was Chris Brown sentenced for ?","assault"
"596","59245","Which media expresses United Kingdom ?","Prima Europe Tabula","22237","Who was the person who translated The Tale of Genji ?","Suematsu Kenchō"
"597","60801","Which artwork series expresses physician ?","Portrait of Dr. Gachet","15966","Which person does Elizabeth II ride on ?","Burmese"
"598","61551","Which furniture demonstrates Society of Jesus ?","Southern Barbarian (Nanban-jin) Boat at Shore","25141","What is the parent astronomical body of asteroid belt ?","Sun"
